# scripts/detector-soundness rows — see meta.tsv; columns:
# id	lane	features	expected_status	gc_runs(per GOMAXPROCS)	gc_verdict	machine_members	machine_race_members	machine_verdict	machine_single_run	cell	detail
methods/recv-implicit-addr-deref/sync-recv-nil	strict	sync,mutex,pointers,nil,panic,recover	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
multipkg/mini-raft-twin/choice-order	membership	multipackage,structs,maps,slices,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	2	0	DRF	ok	agree-DRF	-
race/free/slice-disjoint	confluent	goroutines,channels,slices,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
race/free/field-disjoint	confluent	goroutines,channels,structs,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
race/free/field-read-write	confluent	goroutines,channels,structs,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
race/free/ptr-field-read-write	confluent	goroutines,channels,structs,pointers,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
race/free/array-read-write	confluent	goroutines,channels,arrays,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
race/free/array-const-index-field	confluent	goroutines,channels,arrays,structs,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
race/free/field-array-const-index	confluent	goroutines,channels,arrays,structs,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
race/free/array-dyn-index-read-write	strict	goroutines,channels,arrays,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	1	RACE-ALL	race	over-refusal	-
race/free/promoted-ptr-box	confluent	goroutines,channels,interfaces,methods,embedding,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
race/free/addr-deref-no-read	confluent	goroutines,channels,pointers,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
race/free/method-value-order	confluent	goroutines,channels,interfaces,methods,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
race/free/spawn-dispatch-free	confluent	goroutines,channels,interfaces,methods,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
race/free-sync/mutex	confluent	sync,mutex,goroutines,channels,globals,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
race/free-sync/wg-edge	confluent	sync,waitgroup,goroutines,globals,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
race/free-sync/once-edge	confluent	sync,once,goroutines,channels,globals,race,closures	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
race/free-sync/rw-writers	confluent	sync,rwmutex,waitgroup,goroutines,globals,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
race/litmus/mp-sync	confluent	goroutines,channels,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
race/litmus/mp-racy	racy	goroutines,channels,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
race/litmus/lb-racy	racy	goroutines,channels,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
race/litmus/close-hb	confluent	goroutines,channels,close,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
race/litmus/chan-mutex	confluent	goroutines,channels,race	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
race/litmus/sb-chan	membership	goroutines,channels,select,default,race,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	3	0	DRF	ok	agree-DRF	-
race/negative/write-write	racy	goroutines,channels,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
race/negative/read-write	racy	goroutines,channels,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
race/negative/increment	racy	goroutines,channels,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
race/negative/map-rw	racy	goroutines,channels,maps,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
race/negative/slice-elem	racy	goroutines,channels,slices,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
race/negative/iface-dispatch	racy	goroutines,channels,interfaces,methods,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
race/negative/len-map	racy	goroutines,channels,maps,len,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
race/negative/method-value	racy	goroutines,channels,interfaces,methods,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
race/negative/defer-dispatch	racy	goroutines,channels,interfaces,methods,defer,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
race/negative/spawn-dispatch	racy	goroutines,channels,interfaces,methods,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
race/negative/promoted-dispatch	racy	goroutines,channels,interfaces,methods,embedding,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
race/negative/map-range-iter	racy	goroutines,channels,maps,range,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
race/negative/array-const-index-same-elem	racy	goroutines,channels,arrays,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
race/negative/array-const-index-whole-write	racy	goroutines,channels,arrays,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
race/negative-sync/one-side	racy	sync,mutex,goroutines,channels,globals,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
race/negative-sync/rlock-serialized	racy	sync,rwmutex,waitgroup,goroutines,globals,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
race/negative-sync/wg-no-edge	racy	sync,waitgroup,goroutines,channels,globals,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	1	RACE-ALL	race	agree-race	-
race/negative-sync/wg-overwrite	racy	sync,waitgroup,goroutines,channels,structs,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	2	0	DRF	ok	HOLE	-
race/negative-sync/mutex-copy	racy	sync,mutex,goroutines,channels,structs,race	race	p1:race=5,clean=0,exit=0,abnormal=0,timeout=0;p8:race=5,clean=0,exit=0,abnormal=0,timeout=0;	RACE	1	0	DRF	ok	HOLE	-
scoping/named-result-shadow/commaok-recv	strict	scoping,shadowing,named-results,channels	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
scoping/select-clause-scope	strict	scoping,select,channels,shadowing	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
slices/append-spill-below-formula	membership	slices,append,cap,strings,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	31	0	DRF	ok	agree-DRF	-
slices/append-spill-size-class	membership	slices,append,cap,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	300	0	DRF	ok	agree-DRF	-
slices/append-spill-stack-buffer	membership	slices,append,cap,bytes,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	29	0	DRF	ok	agree-DRF	-
slices/full-slice-cap-zero	membership	slices,full_slice,append,cap,aliasing,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	32	0	DRF	ok	agree-DRF	-
spec-examples-decl/conversion-parse-forms	strict	conversions,channels,functions,pointers,structs,calls	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-decl/function-literals	strict	closures,functions,calls,channels,literals	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-decl/receive-comma-ok/forms	strict	channels,comma_ok,close,short_decl,zero_values	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-decl/receive-comma-ok/typed-form	strict	channels,comma_ok,bools,typed	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-decl/receive-comma-ok/untyped-form-live	strict	channels,comma_ok,zero_values	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-decl/select-forms/ready	strict	select,channels,evaluation_order,nil	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-decl/select-forms/default	strict	select,channels,default,nil	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-decl/select-forms/block-forever	strict	select,deadlock	deadlock	p1:race=0,clean=0,exit=0,abnormal=0,timeout=5;p8:race=0,clean=0,exit=0,abnormal=0,timeout=5;	NO-VERDICT	-	-	ENUM-FAIL:deadlock member under pick assignment [] — deadlocking members have no membership handling (fail loud, per the design)	deadlock	uncertified	gc: no completed run (all timed out or died before an outcome)
spec-examples-decl/var-comma-ok-matrix/recv-untyped	strict	channels,comma_ok,untyped,multi_result	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-decl/var-comma-ok-matrix/recv-untyped-blank-value	strict	channels,comma_ok,untyped,bools	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-decl/var-comma-ok-matrix/recv-untyped-blank-ok	strict	channels,comma_ok,untyped	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-decl/var-comma-ok-matrix/recv-typed	strict	channels,comma_ok,typed,bools,multi_result	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-decl/var-comma-ok-matrix/recv-typed-blank-value	strict	channels,comma_ok,typed,bools	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-decl/var-comma-ok-matrix/recv-typed-blank-ok	strict	channels,comma_ok,typed,bools	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-decl/var-comma-ok-matrix/recv-typed-iface	strict	channels,comma_ok,typed,interfaces,multi_result	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
spec-examples-decl/var-comma-ok-matrix/pkg-recv-untyped	strict	channels,comma_ok,untyped,globals,multi_result	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-decl/var-comma-ok-matrix/pkg-recv-untyped-blank-value	strict	channels,comma_ok,untyped,globals,bools	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-decl/var-comma-ok-matrix/pkg-recv-untyped-blank-ok	strict	channels,comma_ok,untyped,globals	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-decl/var-comma-ok-matrix/pkg-recv-typed	strict	channels,comma_ok,typed,globals,bools,multi_result	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-decl/var-comma-ok-matrix/pkg-recv-typed-blank-value	strict	channels,comma_ok,typed,globals,bools	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-decl/var-comma-ok-matrix/pkg-recv-typed-blank-ok	strict	channels,comma_ok,typed,globals,bools	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-decl/var-comma-ok-matrix/after-goto-recv	strict	channels,comma_ok,goto,multi_result	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-lexical/channel-direction-forms	strict	channels,make,defined_type,floats,assignment	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-stmt/assign-forms	strict	assignment,pointers,slices,indexing,channels,make	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-stmt/eval-order-calls/verbatim	strict	evaluation_order,calls,closures,channels,multi_assign,indexing	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-stmt/eval-order-calls/traced-recv	strict	evaluation_order,calls,closures,channels,multi_assign,indexing	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-stmt/go-statements/named-call	strict	goroutines,channels,make	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-stmt/go-statements/func-literal	strict	goroutines,channels,closures,loops,bools	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:run consumes more than --max-sites 32 choice site(s) — raise the case's sites bound (never truncated silently)	ok	uncertified	-
spec-examples-stmt/go-statements/params-at-go	strict	goroutines,channels,evaluation_order,closures	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-stmt/operator-precedence/mixed-chan	strict	comparisons,bools,channels,make	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
spec-examples-stmt/prime-sieve/five	strict	goroutines,channels,range,loops,modulo	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:run consumes more than --max-sites 32 choice site(s) — raise the case's sites bound (never truncated silently)	ok	uncertified	-
spec-examples-stmt/prime-sieve/eight	strict	goroutines,channels,range,loops,modulo	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:run consumes more than --max-sites 32 choice site(s) — raise the case's sites bound (never truncated silently)	ok	uncertified	-
spec-examples-stmt/receive-forms	strict	channels,make,len,closures,calls	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
spec-examples-stmt/short-var-decl	strict	short_decl,multi_assign,multi_result,closures,channels,make,len	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/atomic-frontier/add-load-store	strict	sync,atomics,ints	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
sync/atomic-frontier/cas	strict	sync,atomics,ints	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
sync/atomic-frontier/swap	strict	sync,atomics,ints	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
sync/atomic-frontier/value	strict	sync,atomics,interfaces,type_assertions	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: default value for impo	unsupported	uncertified	-
sync/atomic-frontier/mp-litmus	membership	sync,atomics,goroutines,nondet	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	-	-	ENUM-FAIL:machine step failed under pick assignment [] — cannot certify the observation set: unsupported: frontend-quarantined: 	unsupported	uncertified	-
sync/composite-literal/mutex-addr-lit	strict	sync,mutex	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/composite-literal/waitgroup-value-lit	strict	sync,waitgroup	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/composite-literal/rwmutex-addr-lit	strict	sync,rwmutex	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/composite-literal/once-value-lit	strict	sync,once,closures	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/composite-literal/lit-in-composite	strict	sync,mutex,slices,structs	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/escapes/promoted	strict	sync,mutex,embedding	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/escapes/method-value	strict	sync,mutex,closures	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/escapes/go-stmt	strict	sync,waitgroup,goroutines	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/escapes/defer-embedded	strict	sync,mutex,defer,embedding	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/escapes/method-value-add-arg	strict	sync,waitgroup,closures	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/escapes/method-value-negative-panic	strict	sync,waitgroup,panic,closures	panic	p1:race=0,clean=0,exit=5,abnormal=0,timeout=0;p8:race=0,clean=0,exit=5,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	panic	agree-DRF	-
sync/escapes/once-do-method-value	strict	sync,once,closures	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/escapes/promoted-method-value	strict	sync,mutex,embedding,closures	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/escapes/passed-callback	strict	sync,mutex,closures	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/escapes/paren-forms	strict	sync,mutex,waitgroup,defer,closures	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/iface-dispatch/mutex-user-iface	strict	sync,mutex,interfaces	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
sync/iface-dispatch/wg-user-iface	strict	sync,waitgroup,interfaces	ok	p1:race=0,clean=5,exit=0,abnormal=0,timeout=0;p8:race=0,clean=5,exit=0,abnormal=0,timeout=0;	DRF-in-N	1	0	DRF	ok	agree-DRF	-
