category	test	detail
MATCH	fixedbugs/issue73888b.go	status=ok
MATCH	fixedbugs/issue73888.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue73916b.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue73916.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue73917.go	nativefrontend: native frontend unsupported: package initialization reaches quarantined function callRecover (builtin println in statement position)
FRONTEND-REFUSED	fixedbugs/issue73920.go	nativefrontend: native frontend unsupported: method expression (*main.S).M over a value-receiver method (deref adapter not modeled)
FRONTEND-REFUSED	fixedbugs/issue7419.go	package-selector call os.Exit (package \
FRONTEND-REFUSED	fixedbugs/issue74379b.go	package-selector call fmt.Println (package \
FRONTEND-REFUSED	fixedbugs/issue74379c.go	package-selector call fmt.Println (package \
FRONTEND-REFUSED	fixedbugs/issue74379.go	package-selector call fmt.Println (package \
FRONTEND-REFUSED	fixedbugs/issue74935.go	nativefrontend: native frontend unsupported: instantiation of imported generic type iter.Seq[reflect.StructField]
FRONTEND-REFUSED	fixedbugs/issue75327.go	fmt.Sprintf verb %s over an argument of type interface{} is outside the modeled verb/kind matrix (format \
MACHINE-REFUSED	fixedbugs/issue7550.go	wall-clock timeout after 30s (go: ok)
MATCH	fixedbugs/issue75569.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue76008.go	package-selector call runtime.Caller (package \
MATCH	fixedbugs/issue76709.go	status=ok
INFRA	fixedbugs/issue7690.go	go output != expected .out on the pinned toolchain: BUG: cannot find main.main in first trace
FRONTEND-REFUSED	fixedbugs/issue7740.go	package-selector call math.Inf (package \
MATCH	fixedbugs/issue77613.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue77779.go	package-selector call reflect.ValueOf (package \
MATCH	fixedbugs/issue78404.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue7863.go	package-selector call fmt.Println (package \
MATCH	fixedbugs/issue78641.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue79182.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue79186.go	package-selector call runtime.GOMAXPROCS (package \
FRONTEND-REFUSED	fixedbugs/issue7944.go	package-selector call runtime.GC (package \
FRONTEND-REFUSED	fixedbugs/issue7995.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue80004.go	nativefrontend: native frontend unsupported: basic type unsafe.Pointer
FRONTEND-REFUSED	fixedbugs/issue8004.go	basic type unsafe.Pointer
FRONTEND-REFUSED	fixedbugs/issue8011.go	builtin println in statement position
FRONTEND-REFUSED	fixedbugs/issue8036.go	package-selector call runtime.GC (package \
FRONTEND-REFUSED	fixedbugs/issue8039.go	builtin println in statement position
MATCH	fixedbugs/issue8047b.go	status=ok
MATCH	fixedbugs/issue8047.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue8048.go	package-selector call runtime.GC (package \
FRONTEND-REFUSED	fixedbugs/issue8132.go	package-selector call runtime.GC (package \
FRONTEND-REFUSED	fixedbugs/issue8139.go	package-selector call fmt.Printf (package \
FRONTEND-REFUSED	fixedbugs/issue8155.go	package-selector call runtime.GC (package \
FRONTEND-REFUSED	fixedbugs/issue8158.go	package-selector call time.Sleep (package \
FRONTEND-REFUSED	fixedbugs/issue8325.go	builtin println in statement position
MATCH	fixedbugs/issue8336.go	status=ok
MATCH	fixedbugs/issue8347.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue8606b.go	nativefrontend: native frontend unsupported: file artifacts/gotest/cases/fixedbugs__issue8606b/main.go carries build constraint "//go:build linux || darwin" usi
FRONTEND-REFUSED	fixedbugs/issue8606.go	anonymous non-empty struct type struct{panic bool; a interface{}; b interface{}}
MATCH	fixedbugs/issue8613.go	status=ok
MATCH	fixedbugs/issue8620.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue8947.go	nativefrontend: native frontend unsupported: duplicate TypeId main.T (a function-local type collides with another declaration)
FRONTEND-REFUSED	fixedbugs/issue8961.go	builtin println in statement position
MATCH	fixedbugs/issue9006.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue9110.go	package-selector call runtime.GOMAXPROCS (package \
FRONTEND-REFUSED	fixedbugs/issue9321.go	package-selector call runtime.GOMAXPROCS (package \
INFRA	fixedbugs/issue9355.go	go run exited 1 without panic/fatal: BUG: chdir fixedbugs/issue9355.dir: no such file or directory\nexit status 1
MATCH	fixedbugs/issue9604.go	status=ok
FRONTEND-REFUSED	fixedbugs/issue9691.go	range assignment to non-identifier target (operands evaluate per iteration)
FRONTEND-REFUSED	fixedbugs/issue9738.go	builtin println in statement position
INFRA	fixedbugs/issue9862_run.go	go output != expected .out on the pinned toolchain: go run issue9862.go gave unexpected error; want symbol too large:\n stat fixedbugs/issue9862.go: no such file or directory
FRONTEND-REFUSED	floatcmp.go	nativefrontend: native frontend unsupported: package-selector call math.NaN (package "math" surface not modeled)
FRONTEND-REFUSED	float_lit2.go	nativefrontend: native frontend unsupported: anonymous non-empty struct type struct{bits uint64; exact interface{}; approx interface{}; text string}
FRONTEND-REFUSED	float_lit.go	builtin print in statement position
FRONTEND-REFUSED	for.go	builtin print in statement position
FRONTEND-REFUSED	func5.go	builtin println in statement position
MATCH	func6.go	status=ok
MATCH	func7.go	status=ok
MATCH	func8.go	status=ok
FRONTEND-REFUSED	func.go	builtin print in statement position
MACHINE-REFUSED	gc1.go	wall-clock timeout after 30s (go: ok)
FRONTEND-REFUSED	gc2.go	nativefrontend: native frontend unsupported: file artifacts/gotest/cases/gc2/main.go carries build constraint "//go:build !nacl && !js" using reserved tag "nacl
FRONTEND-REFUSED	gc.go	package-selector call runtime.GC (package \
FRONTEND-REFUSED	gcgort.go	nativefrontend: native frontend unsupported: basic type complex64
FRONTEND-REFUSED	gcstring.go	package-selector call runtime.GC (package \
FRONTEND-REFUSED	goprint.go	package-selector call runtime.NumGoroutine (package \
FRONTEND-REFUSED	heapsampling.go	field address on anonymous struct type invalid type
FRONTEND-REFUSED	helloworld.go	builtin print in statement position
FRONTEND-REFUSED	if.go	builtin print in statement position
FRONTEND-REFUSED	indirect.go	builtin println in statement position
FRONTEND-REFUSED	init1.go	nativefrontend: native frontend unsupported: package-selector call runtime.ReadMemStats (package "runtime" surface not modeled)
FRONTEND-REFUSED	initcomma.go	builtin println in statement position
FRONTEND-REFUSED	initialize.go	package-selector call reflect.DeepEqual (package \
FRONTEND-REFUSED	inline_literal.go	package-selector call runtime.FuncForPC (package \
FRONTEND-REFUSED	intcvt.go	builtin println in statement position
FRONTEND-REFUSED	interface/bigdata.go	builtin println in statement position
MATCH	interface/convert1.go	status=ok
MATCH	interface/convert2.go	status=ok
FRONTEND-REFUSED	interface/convert.go	builtin println in statement position
FRONTEND-REFUSED	interface/embed.go	builtin println in statement position
MATCH	interface/fail.go	status=ok
FRONTEND-REFUSED	interface/fake.go	nativefrontend: native frontend unsupported: instantiation of imported generic type iter.Seq[reflect.StructField]
FRONTEND-REFUSED	interface/noeq.go	anonymous non-empty struct type struct{x []int}
FRONTEND-REFUSED	interface/receiver.go	builtin println in statement position
FRONTEND-REFUSED	interface/returntype.go	builtin print in statement position
FRONTEND-REFUSED	interface/struct.go	package-selector call os.Exit (package \
FRONTEND-REFUSED	int_lit.go	builtin print in statement position
FRONTEND-REFUSED	iota.go	builtin print in statement position
FRONTEND-REFUSED	ken/array.go	builtin print in statement position
FRONTEND-REFUSED	ken/chan1.go	package-selector call runtime.Gosched (package \
FRONTEND-REFUSED	ken/chan.go	builtin print in statement position
FRONTEND-REFUSED	ken/complit.go	builtin println in statement position
FRONTEND-REFUSED	ken/convert.go	builtin println in statement position
FRONTEND-REFUSED	ken/cplx0.go	builtin println in statement position
FRONTEND-REFUSED	ken/cplx1.go	builtin println in statement position
FRONTEND-REFUSED	ken/cplx2.go	basic type complex64
FRONTEND-REFUSED	ken/cplx3.go	basic type complex128
FRONTEND-REFUSED	ken/cplx4.go	fmt.Sprintf format \
FRONTEND-REFUSED	ken/cplx5.go	nativefrontend: native frontend unsupported: basic type complex128
FRONTEND-REFUSED	ken/divconst.go	package-selector call rand.Uint32 (package \
FRONTEND-REFUSED	ken/divmod.go	builtin println in statement position
FRONTEND-REFUSED	ken/embed.go	builtin println in statement position
MATCH	ken/for.go	status=ok
FRONTEND-REFUSED	ken/interbasic.go	builtin println in statement position
MATCH	ken/interfun.go	status=ok
MATCH	ken/intervar.go	status=ok
MATCH	ken/label.go	status=ok
MATCH	ken/litfun.go	status=ok
MATCH	ken/mfunc.go	status=ok
FRONTEND-REFUSED	ken/modconst.go	package-selector call rand.Uint32 (package \
MATCH	ken/ptrfun.go	status=ok
FRONTEND-REFUSED	ken/ptrvar.go	nativefrontend: native frontend unsupported: anonymous non-empty struct type struct{a int; b int; c int; d main.x2}
FRONTEND-REFUSED	ken/range.go	builtin println in statement position
MATCH	ken/rob1.go	status=ok
FRONTEND-REFUSED	ken/rob2.go	builtin print in statement position
FRONTEND-REFUSED	ken/robfor.go	builtin print in statement position
FRONTEND-REFUSED	ken/robfunc.go	builtin print in statement position
FRONTEND-REFUSED	ken/shift.go	builtin print in statement position
MATCH	ken/simparray.go	status=ok
MATCH	ken/simpbool.go	status=ok
MATCH	ken/simpconv.go	status=ok
MATCH	ken/simpfun.go	status=ok
MATCH	ken/simpswitch.go	status=ok
MATCH	ken/simpvar.go	status=ok
FRONTEND-REFUSED	ken/slicearray.go	builtin println in statement position
FRONTEND-REFUSED	ken/sliceslice.go	builtin println in statement position
FRONTEND-REFUSED	ken/string.go	builtin print in statement position
FRONTEND-REFUSED	ken/strvar.go	nativefrontend: native frontend unsupported: anonymous non-empty struct type struct{a int; b int; c int; d main.x2}
INFRA	linkmain_run.go	go run exited 1 without panic/fatal: $ [go tool compile -p=main -importcfg /home/dev/projects/golean/.tmp/2625306780/importcfg -o /home/dev/projects/golean/.tmp/2625306780/linkmain.o helloworld.go]\nopen helloworld.go: no such file or dir
INFRA	linkobj.go	go run exited 1 without panic/fatal: 2026/09/04 00:03:24 listing stdlib export files: open : no such file or directory\nexit status 1
INFRA	linkx_run.go	go run exited 1 without panic/fatal: stat linkx.go: no such file or directory\n\n\nexit status 1\nexit status 1
FRONTEND-REFUSED	literal2.go	constant kind Complex
FRONTEND-REFUSED	literal.go	builtin print in statement position
FRONTEND-REFUSED	makeslice.go	nativefrontend: native frontend unsupported: unsafe.Sizeof at artifactsits folded value is gc's IMPLEMENTATION-SPECIFIC memory layout (spec#Size_and_alignment_g
FRONTEND-REFUSED	mallocfin.go	package-selector call runtime.GOMAXPROCS (package \
FRONTEND-REFUSED	mapclear.go	package-selector call fmt.Printf (package \
FRONTEND-REFUSED	map.go	fmt.Sprintf format \
FRONTEND-REFUSED	maplinear.go	nativefrontend: native frontend unsupported: file artifacts/gotest/cases/maplinear/main.go carries build constraint "//go:build darwin || linux" using reserved 
FRONTEND-REFUSED	method3.go	builtin println in statement position
FRONTEND-REFUSED	method5.go	builtin print in statement position
FRONTEND-REFUSED	method7.go	anonymous non-empty struct type struct{main.T}
FRONTEND-REFUSED	method.go	builtin println in statement position
MATCH	named.go	status=ok
MATCH	newexpr.go	status=ok
FRONTEND-REFUSED	nil.go	builtin println in statement position
FRONTEND-REFUSED	nilptr2.go	nativefrontend: native frontend unsupported: anonymous non-empty struct type struct{name string; fn func()}
FRONTEND-REFUSED	nilptr_aix.go	nativefrontend: native frontend unsupported: file artifacts/gotest/cases/nilptr_aix/main.go carries build constraint "//go:build aix" using reserved tag "aix" (
FRONTEND-REFUSED	nilptr.go	nativefrontend: native frontend unsupported: file artifacts/gotest/cases/nilptr/main.go carries build constraint "//go:build !aix && (!darwin || !arm64) && (!wi
FRONTEND-REFUSED	noinit.go	nativefrontend: native frontend unsupported: basic type complex64
FRONTEND-REFUSED	nosplit.go	nativefrontend: native frontend unsupported: file artifacts/gotest/cases/nosplit/main.go carries build constraint "//go:build !nacl && !js && !aix && !openbsd &
FRONTEND-REFUSED	peano.go	nativefrontend: native frontend unsupported: package initialization reaches quarantined function check (builtin print in statement position)
FRONTEND-REFUSED	printbig.go	builtin print in statement position
FRONTEND-REFUSED	print.go	builtin println in statement position
FRONTEND-REFUSED	range3.go	builtin println in statement position
FRONTEND-REFUSED	range4.go	range over func(yield func() bool)
FRONTEND-REFUSED	range.go	builtin println in statement position
FRONTEND-REFUSED	recover1.go	builtin println in statement position
FRONTEND-REFUSED	recover2.go	builtin println in statement position
FRONTEND-REFUSED	recover3.go	builtin println in statement position
FRONTEND-REFUSED	recover4.go	nativefrontend: native frontend unsupported: file artifacts/gotest/cases/recover4/main.go carries build constraint "//go:build linux || darwin" using reserved t
FRONTEND-REFUSED	recover.go	nativefrontend: native frontend unsupported: instantiation of imported generic type iter.Seq[reflect.StructField]
FRONTEND-REFUSED	reflectmethod1.go	package-selector call reflect.TypeOf (package \
FRONTEND-REFUSED	reflectmethod2.go	package-selector call reflect1.TypeOf (package \
FRONTEND-REFUSED	reflectmethod3.go	package-selector call reflect.TypeOf (package \
FRONTEND-REFUSED	reflectmethod4.go	package-selector call reflect.ValueOf (package \
FRONTEND-REFUSED	reflectmethod5.go	nativefrontend: native frontend unsupported: instantiation of imported generic type iter.Seq[reflect.StructField]
FRONTEND-REFUSED	reflectmethod6.go	nativefrontend: native frontend unsupported: instantiation of imported generic type iter.Seq[reflect.StructField]
FRONTEND-REFUSED	reflectmethod7.go	package-selector call reflect.TypeOf (package \
FRONTEND-REFUSED	rename.go	package-selector call fmt.Println (package \
FRONTEND-REFUSED	reorder2.go	builtin println in statement position
FRONTEND-REFUSED	reorder.go	package-selector call fmt.Printf (package \
FRONTEND-REFUSED	shift3.go	constant kind Complex
FRONTEND-REFUSED	sigchld.go	nativefrontend: native frontend unsupported: file artifacts/gotest/cases/sigchld/main.go carries build constraint "//go:build !plan9 && !windows && !wasip1" usi
FRONTEND-REFUSED	simassign.go	builtin print in statement position
FRONTEND-REFUSED	sizeof.go	nativefrontend: native frontend unsupported: unsafe.Sizeof at artifactsits folded value is gc's IMPLEMENTATION-SPECIFIC memory layout (spec#Size_and_alignment_g
FRONTEND-REFUSED	slicecap.go	basic type unsafe.Pointer
FRONTEND-REFUSED	stack.go	builtin println in statement position
FRONTEND-REFUSED	stackobj2.go	package-selector call runtime.GC (package \
FRONTEND-REFUSED	stackobj3.go	package-selector call runtime.SetFinalizer (package \
FRONTEND-REFUSED	stackobj.go	package-selector call runtime.SetFinalizer (package \
FRONTEND-REFUSED	strcopy.go	basic type unsafe.Pointer
FRONTEND-REFUSED	string_lit.go	package-selector call os.Exit (package \
FRONTEND-REFUSED	stringrange.go	package-selector call fmt.Printf (package \
MATCH	struct0.go	status=ok
FRONTEND-REFUSED	switch.go	package-selector call os.Exit (package \
FRONTEND-REFUSED	tinyfin.go	package-selector call runtime.SetFinalizer (package \
MACHINE-REFUSED	turing.go	wall-clock timeout after 30s (go: ok)
FRONTEND-REFUSED	typeparam/absdiff2.go	fmt.Sprintf verb %v over an argument of type float64 is outside the modeled verb/kind matrix (format \
FRONTEND-REFUSED	typeparam/absdiff3.go	fmt.Sprintf verb %v over an argument of type float64 is outside the modeled verb/kind matrix (format \
MATCH	typeparam/absdiff.go	status=ok
FRONTEND-REFUSED	typeparam/adder.go	fmt.Sprintf verb %d over an argument of type string is outside the modeled verb/kind matrix (format \
FRONTEND-REFUSED	typeparam/append.go	type argument outside the mangling surface: *types.Chan (chan<- int)
FRONTEND-REFUSED	typeparam/boundmethod.go	package-selector call reflect.DeepEqual (package \
FRONTEND-REFUSED	typeparam/chans.go	package-selector call context.Background (package \
MATCH	typeparam/combine.go	status=ok
MATCH	typeparam/cons.go	status=ok
MATCH	typeparam/devirtualize1.go	status=ok
MATCH	typeparam/devirtualize2.go	status=ok
FRONTEND-REFUSED	typeparam/dictionaryCapture.go	builtin println in statement position
FRONTEND-REFUSED	typeparam/dottype.go	builtin println in statement position
FRONTEND-REFUSED	typeparam/double.go	package-selector call reflect.DeepEqual (package \
FRONTEND-REFUSED	typeparam/eface.go	builtin println in statement position
FRONTEND-REFUSED	typeparam/equal.go	function-local defined type S as a type argument (gc renders these with a compiler-internal unique suffix, e.g. S·1 — refused rather than guessed)
FRONTEND-REFUSED	typeparam/fact.go	fmt.Sprintf format \
MATCH	typeparam/genembed2.go	status=ok
MATCH	typeparam/genembed.go	status=ok
MATCH	typeparam/graph.go	status=ok
FRONTEND-REFUSED	typeparam/ifaceconv.go	fmt.Sprintf verb %d over an argument of type interface{} is outside the modeled verb/kind matrix (format \
MATCH	typeparam/index2.go	status=ok
MATCH	typeparam/index.go	status=ok
FRONTEND-REFUSED	typeparam/interfacearg.go	nativefrontend: native frontend unsupported: duplicate TypeId main.S2 (a function-local type collides with another declaration)
MATCH	typeparam/issue23536.go	status=ok
MATCH	typeparam/issue376214.go	status=ok
MATCH	typeparam/issue42758.go	status=ok
MATCH	typeparam/issue44688.go	status=ok
FRONTEND-REFUSED	typeparam/issue45722.go	package-selector call log.Fatalln (package \
MATCH	typeparam/issue45817.go	status=ok
MATCH	typeparam/issue46472.go	status=ok
FRONTEND-REFUSED	typeparam/issue46591.go	references quarantined package-level variable m (its initializer does not lower: anonymous non-empty struct as a type argument (struct{int})) — the cell is ze
FRONTEND-REFUSED	typeparam/issue47258.go	fmt.Sprintf verb %d over an argument of type float64 is outside the modeled verb/kind matrix (format \
FRONTEND-REFUSED	typeparam/issue47272.go	package-selector call fmt.Println (package \
MATCH	typeparam/issue47514b.go	status=ok
MATCH	typeparam/issue47514.go	status=ok
MATCH	typeparam/issue47676.go	status=ok
MATCH	typeparam/issue47684b.go	status=ok
MATCH	typeparam/issue47684c.go	status=ok
MATCH	typeparam/issue47684.go	status=ok
MATCH	typeparam/issue47708.go	status=ok
FRONTEND-REFUSED	typeparam/issue47713.go	nativefrontend: native frontend unsupported: package-selector call fmt.Printf (package "fmt" surface not modeled)
FRONTEND-REFUSED	typeparam/issue47716.go	nativefrontend: native frontend unsupported: unsafe.Sizeof at artifactsits folded value is gc's IMPLEMENTATION-SPECIFIC memory layout (spec#Size_and_alignment_g
MATCH	typeparam/issue47723.go	status=ok
FRONTEND-REFUSED	typeparam/issue47740b.go	nativefrontend: native frontend unsupported: package-selector call reflect.ValueOf (package "reflect" surface not modeled)
MATCH	typeparam/issue47740.go	status=ok
MATCH	typeparam/issue47775b.go	status=ok
MATCH	typeparam/issue47877.go	status=ok
MATCH	typeparam/issue47901.go	status=ok
MATCH	typeparam/issue47925b.go	status=ok
MATCH	typeparam/issue47925c.go	status=ok
MATCH	typeparam/issue47925d.go	status=ok
MATCH	typeparam/issue47925.go	status=ok
FRONTEND-REFUSED	typeparam/issue48013.go	fmt.Sprintf format \
FRONTEND-REFUSED	typeparam/issue48016.go	fmt.Sprintf format \
MATCH	typeparam/issue48030.go	status=ok
FRONTEND-REFUSED	typeparam/issue48042.go	nativefrontend: native frontend unsupported: package-selector call reflect.ValueOf (package "reflect" surface not modeled)
MATCH	typeparam/issue48047.go	status=ok
MATCH	typeparam/issue48049.go	status=ok
FRONTEND-REFUSED	typeparam/issue48137.go	function-local defined type Bar as a type argument (gc renders these with a compiler-internal unique suffix, e.g. Bar·1 — refused rather than guessed)
FRONTEND-REFUSED	typeparam/issue48225.go	package-selector call reflect.TypeOf (package \
FRONTEND-REFUSED	typeparam/issue48253.go	nativefrontend: native frontend unsupported: package-selector call reflect.TypeOf (package "reflect" surface not modeled)
FRONTEND-REFUSED	typeparam/issue48276a.go	package-selector call fmt.Printf (package \
MATCH	typeparam/issue48276b.go	status=ok
FRONTEND-REFUSED	typeparam/issue48317.go	package-selector call json.Unmarshal (package \
FRONTEND-REFUSED	typeparam/issue48318.go	package-selector call xml.Marshal (package \
MATCH	typeparam/issue48344.go	status=ok
MATCH	typeparam/issue48424.go	status=ok
MATCH	typeparam/issue48453.go	status=ok
MATCH	typeparam/issue48598.go	status=ok
MATCH	typeparam/issue48602.go	status=ok
MATCH	typeparam/issue48617.go	status=ok
FRONTEND-REFUSED	typeparam/issue48645a.go	package-selector call fmt.Println (package \
MATCH	typeparam/issue48645b.go	status=ok
MATCH	typeparam/issue48838.go	status=ok
MATCH	typeparam/issue49049.go	status=ok
FRONTEND-REFUSED	typeparam/issue49295.go	stdlib-qualified selector io.EOF in value position: only allowlisted DIRECT CALLS of modeled stdlib members lower (E5 shims / fmt desugar); the value shape is o
MATCH	typeparam/issue49309.go	status=ok
MATCH	typeparam/issue49421.go	status=ok
FRONTEND-REFUSED	typeparam/issue49547.go	fmt.Sprintf format \
MATCH	typeparam/issue49659b.go	status=ok
FRONTEND-REFUSED	typeparam/issue50002.go	package-selector call fmt.Printf (package \
MATCH	typeparam/issue50109b.go	status=ok
FRONTEND-REFUSED	typeparam/issue50109.go	package-selector call fmt.Printf (package \
FRONTEND-REFUSED	typeparam/issue50193.go	package-selector call fmt.Println (package \
MATCH	typeparam/issue50264.go	status=ok
INFRA	typeparam/issue50417b.go	entry-point shim: no single provably-renameable 'func main()' declaration
MATCH	typeparam/issue50417.go	status=ok
MATCH	typeparam/issue50419.go	status=ok
FRONTEND-REFUSED	typeparam/issue50642.go	nativefrontend: native frontend unsupported: channel receive into interface-typed target
FRONTEND-REFUSED	typeparam/issue50690a.go	package-selector call fmt.Printf (package \
FRONTEND-REFUSED	typeparam/issue50690b.go	interface with embedded constraints mentioning a type parameter (interface{PrintFn() func(T); ~struct{ID T; PrintFn_ func(T)}})
FRONTEND-REFUSED	typeparam/issue50690c.go	interface with embedded constraints mentioning a type parameter (interface{PrintFn() func(T); ~struct{ID T; PrintFn_ func(T)}})
MATCH	typeparam/issue50833.go	status=ok
MATCH	typeparam/issue51236.go	status=ok
FRONTEND-REFUSED	typeparam/issue51303.go	package-selector call fmt.Println (package \
FRONTEND-REFUSED	typeparam/issue51521.go	package-selector call fmt.Println (package \
FRONTEND-REFUSED	typeparam/issue51522a.go	builtin println in statement position
FRONTEND-REFUSED	typeparam/issue51522b.go	builtin println in statement position
MATCH	typeparam/issue51700.go	status=ok
MATCH	typeparam/issue52026.go	status=ok
MATCH	typeparam/issue52228.go	status=ok
FRONTEND-REFUSED	typeparam/issue53087.go	fmt.Sprintf format \
MATCH	typeparam/issue53419.go	status=ok
MATCH	typeparam/issue53477.go	status=ok
MATCH	typeparam/issue54135.go	status=ok
MATCH	typeparam/issue54225.go	status=ok
FRONTEND-REFUSED	typeparam/issue54456.go	package-selector call reflect.TypeOf (package \
MATCH	typeparam/issue54535.go	status=ok
MATCH	typeparam/issue54537.go	status=ok
FRONTEND-REFUSED	typeparam/issue58513.go	package-selector call runtime.Caller (package \
FRONTEND-REFUSED	typeparam/list2.go	fmt.Sprintf format \
FRONTEND-REFUSED	typeparam/list.go	fmt.Sprintf format \
MATCH	typeparam/lockable.go	status=ok
FRONTEND-REFUSED	typeparam/map.go	package-selector call reflect.DeepEqual (package \
FRONTEND-REFUSED	typeparam/maps.go	package-selector call sort.Ints (package \
FRONTEND-REFUSED	typeparam/mdempsky/13.go	anonymous non-empty struct type struct{main.Mer}
FRONTEND-REFUSED	typeparam/mdempsky/14.go	nativefrontend: native frontend unsupported: builtin println in statement position
FRONTEND-REFUSED	typeparam/mdempsky/16.go	package-selector call fmt.Printf (package \
FRONTEND-REFUSED	typeparam/mdempsky/17.go	method main.test.match (package-selector call fmt.Printf (package \
FRONTEND-REFUSED	typeparam/mdempsky/18.go	package-selector call fmt.Printf (package \
FRONTEND-REFUSED	typeparam/mdempsky/19.go	nativefrontend: native frontend unsupported: duplicate TypeId main.X (a function-local type collides with another declaration)
FRONTEND-REFUSED	typeparam/mdempsky/20.go	builtin println in statement position
MATCH	typeparam/mdempsky/21.go	status=ok
FRONTEND-REFUSED	typeparam/metrics.go	package-selector call sort.Ints (package \
FRONTEND-REFUSED	typeparam/min.go	fmt.Sprintf verb %d over an argument of type float64 is outside the modeled verb/kind matrix (format \
FRONTEND-REFUSED	typeparam/nested.go	nativefrontend: native frontend unsupported: instantiation of imported generic type iter.Seq[reflect.StructField]
FRONTEND-REFUSED	typeparam/ordered.go	nativefrontend: native frontend unsupported: package-selector call math.Inf (package "math" surface not modeled)
FRONTEND-REFUSED	typeparam/orderedmap.go	fmt.Sprintf format \
FRONTEND-REFUSED	typeparam/pair.go	nativefrontend: native frontend unsupported: unsafe.Sizeof at artifactsits folded value is gc's IMPLEMENTATION-SPECIFIC memory layout (spec#Size_and_alignment_g
FRONTEND-REFUSED	typeparam/sets.go	fmt.Sprintf verb %v: composite leaf of type map[int]struct{} is outside the modeled composite subset (fail closed — widen with a differential pin first)
FRONTEND-REFUSED	typeparam/settable.go	fmt.Sprintf verb %v: composite leaf of type *main.SettableInt is outside the modeled composite subset (fail closed — widen with a differential pin first)
FRONTEND-REFUSED	typeparam/shape1.go	builtin println in statement position
FRONTEND-REFUSED	typeparam/slices.go	package-selector call math.NaN (package \
FRONTEND-REFUSED	typeparam/smallest.go	fmt.Sprintf verb %d over an argument of type float64 is outside the modeled verb/kind matrix (format \
MATCH	typeparam/stringable.go	status=ok
FRONTEND-REFUSED	typeparam/stringer.go	package-selector call reflect.DeepEqual (package \
MATCH	typeparam/struct.go	status=ok
FRONTEND-REFUSED	typeparam/subdict.go	fmt.Sprintf verb %d over an argument of type string is outside the modeled verb/kind matrix (format \
FRONTEND-REFUSED	typeparam/sum.go	fmt.Sprintf format \
FRONTEND-REFUSED	typeparam/typeswitch1.go	anonymous non-empty struct type struct{a float64; b float64}
FRONTEND-REFUSED	typeparam/typeswitch2.go	anonymous non-empty struct type struct{a float64; b float64}
FRONTEND-REFUSED	typeparam/typeswitch3.go	builtin println in statement position
FRONTEND-REFUSED	typeparam/typeswitch4.go	builtin println in statement position
FRONTEND-REFUSED	typeparam/typeswitch5.go	builtin println in statement position
FRONTEND-REFUSED	typeparam/typeswitch6.go	anonymous non-empty interface as a type argument (interface{foo()})
FRONTEND-REFUSED	typeparam/typeswitch7.go	builtin println in statement position
FRONTEND-REFUSED	typeparam/value.go	fmt.Sprintf verb %d over an argument of type string is outside the modeled verb/kind matrix (format \
FRONTEND-REFUSED	typeswitch1.go	package-selector call fmt.Println (package \
FRONTEND-REFUSED	typeswitch.go	builtin println in statement position
FRONTEND-REFUSED	uintptrescapes3.go	nativefrontend: native frontend unsupported: basic type unsafe.Pointer
FRONTEND-REFUSED	unsafebuiltins.go	nativefrontend: native frontend unsupported: unsafe.Sizeof at artifactsits folded value is gc's IMPLEMENTATION-SPECIFIC memory layout (spec#Size_and_alignment_g
FRONTEND-REFUSED	unsafe_slice_data.go	basic type unsafe.Pointer
FRONTEND-REFUSED	unsafe_string_data.go	basic type unsafe.Pointer
FRONTEND-REFUSED	unsafe_string.go	package-selector call unsafe.String (package \
MATCH	utf.go	status=ok
FRONTEND-REFUSED	varinit.go	builtin print in statement position
FRONTEND-REFUSED	winbatch.go	package-selector call filepath.Join (package \
FRONTEND-REFUSED	zerodivide.go	nativefrontend: native frontend unsupported: basic type complex128
FRONTEND-REFUSED	zerosize.go	builtin print in statement position
